write_latency,read_latency,replication_lag,commit_lag,commit_latency,leases_enabled,lease_timeout,max_clock_error,election_timeout,one_way_latency_mean,one_way_latency_variance,noop_rate,heartbeat_rate,operations,interarrival,stepdown_rate,partition_rate,heal_rate,check_linearizability,keyspace_size,seed
3175.3333333333335,,3542.8168316831684,,146.98611111111111,True,1000,0.1,1000,125,100,1000,500,500,50,50000,500,1000,True,1,
